SoC,Internal_Res,Cycle_Count,DoD,Cell_Imbalance,Coulombic_Eff,Pol_Voltage,Stress_Index,Label_Health
67.7,86.2,1485,80.06,0.069,97.79,0.2,1.27,1
98.7,70.2,0,34.93,0.045,99.06,0.0,0.73,0
96.4,72.3,875,33.02,0.002,99.87,0.05,0.0,0
28.1,91.5,1502,63.4,0.028,97.84,0.19,1.73,1
68.6,98.8,171,70.47,0.003,99.66,0.06,1.0,0
99.9,50.0,0,35.09,0.096,97.21,0.04,0.54,0
66.3,67.7,215,71.91,0.0,98.78,0.01,0.0,0
51.5,70.5,1379,64.69,0.045,97.44,0.11,0.99,0
94.6,65.0,1843,30.07,0.0,98.05,0.15,1.04,1
97.8,69.7,0,62.56,0.091,99.76,0.13,0.0,0
35.0,74.6,1409,70.28,0.057,97.46,0.18,1.51,1
45.9,75.4,1037,18.48,0.047,99.08,0.08,1.47,0
51.6,65.0,1396,20.03,0.119,97.32,0.24,0.79,1
69.6,52.6,564,79.42,0.0,99.3,0.0,0.0,0
30.5,50.0,0,64.36,0.055,99.95,0.0,0.0,0
78.6,63.7,1267,13.55,0.061,97.89,0.2,1.79,1
62.1,81.7,1892,83.45,0.127,96.86,0.18,1.6,1
14.0,50.0,441,67.29,0.019,98.9,0.0,0.13,0
89.2,91.6,1061,66.64,0.065,97.73,0.2,1.04,1
20.9,50.0,736,80.01,0.046,99.99,0.05,1.02,0
44.2,60.3,1062,14.97,0.006,98.4,0.01,1.66,0
29.6,72.2,2090,69.66,0.126,97.81,0.26,1.82,1
75.1,50.0,1082,77.98,0.0,97.47,0.06,1.25,0
14.6,50.0,656,28.79,0.065,98.13,0.13,0.47,0
60.1,80.8,86,43.03,0.024,98.75,0.05,0.0,0
73.4,50.0,458,49.76,0.03,97.84,0.0,0.0,0
86.7,53.5,861,74.73,0.031,98.14,0.06,1.08,0
87.1,95.4,1793,56.6,0.001,98.31,0.16,1.84,1
58.4,97.1,1691,42.04,0.056,97.66,0.08,1.76,0
52.0,80.4,732,14.43,0.002,99.07,0.0,0.97,0
87.1,79.3,685,64.02,0.082,98.81,0.1,0.99,0
53.8,69.4,984,17.28,0.073,98.25,0.01,0.54,0
51.9,50.0,224,61.51,0.012,97.05,0.11,0.74,0
76.7,71.0,1508,32.58,0.073,96.43,0.22,1.11,1
65.4,87.2,216,30.98,0.0,98.56,0.0,0.43,0
51.7,92.7,1675,64.56,0.063,98.51,0.05,2.34,0
10.6,50.0,41,30.44,0.0,98.45,0.11,0.48,0
18.9,81.8,1442,88.97,0.017,97.83,0.17,1.53,1
74.6,89.4,2061,30.65,0.08,98.06,0.27,2.61,1
92.4,60.0,1525,17.85,0.0,97.65,0.05,1.63,0
86.0,50.0,1197,32.08,0.033,99.65,0.2,0.61,1
18.3,50.0,508,40.75,0.045,97.39,0.07,1.42,0
16.2,50.0,2432,74.63,0.073,99.02,0.26,2.75,1
61.6,53.1,602,29.56,0.0,97.95,0.03,0.5,0
14.0,69.0,0,11.81,0.0,99.37,0.06,0.29,0
87.6,50.0,1551,45.79,0.043,99.19,0.05,1.17,0
81.0,61.5,188,57.68,0.0,99.05,0.0,0.0,0
54.5,69.2,2470,81.93,0.045,97.08,0.14,3.07,1
82.4,115.8,938,41.03,0.0,96.71,0.24,1.0,1
52.0,80.8,1997,49.9,0.091,98.15,0.15,1.71,1
33.3,58.0,541,35.52,0.082,98.25,0.18,0.73,0
37.7,109.8,2256,66.77,0.068,97.06,0.2,2.55,1
13.2,75.8,2215,10.14,0.077,98.09,0.18,1.74,1
36.0,85.0,2062,49.54,0.135,97.44,0.14,2.88,1
83.5,65.5,1652,44.33,0.094,98.72,0.3,2.75,1
47.1,50.0,310,37.93,0.0,98.18,0.0,0.12,0
17.5,73.4,61,14.1,0.108,97.63,0.02,0.32,0
33.4,62.8,1763,75.91,0.0,98.71,0.09,2.38,0
79.7,77.4,2292,33.23,0.04,97.15,0.09,2.18,0
98.4,83.2,1208,72.71,0.134,99.9,0.21,0.6,1
76.7,90.3,756,29.59,0.02,99.17,0.13,0.41,1
77.2,80.3,1570,65.64,0.079,96.0,0.17,1.94,1
40.1,50.0,0,82.67,0.0,96.96,0.04,0.19,0
27.0,50.0,570,31.15,0.015,98.49,0.07,0.14,0
81.4,68.8,0,39.12,0.006,99.99,0.07,0.32,0
92.6,50.0,356,40.35,0.0,98.06,0.0,0.0,0
65.7,94.5,322,40.92,0.156,98.04,0.0,1.54,0
74.5,97.3,1512,72.38,0.041,97.32,0.19,0.73,1
89.0,71.9,402,22.86,0.006,98.63,0.08,0.28,0
64.7,76.9,1186,72.84,0.022,99.6,0.06,0.81,0
70.9,50.0,526,79.99,0.0,99.2,0.01,0.7,0
47.8,78.6,1301,13.84,0.066,96.78,0.13,1.53,1
40.0,50.0,981,51.87,0.024,99.55,0.13,1.36,0
93.7,50.0,331,39.22,0.0,98.63,0.09,0.0,0
40.7,51.6,0,30.16,0.127,100.0,0.01,0.0,0
79.4,93.9,1944,47.9,0.134,97.31,0.16,1.57,1
17.2,71.8,1314,78.74,0.0,99.78,0.17,0.74,1
66.0,68.9,1465,56.35,0.0,95.57,0.13,0.17,1
37.2,87.0,2426,34.05,0.046,99.23,0.17,2.1,1
43.2,98.8,1028,67.51,0.063,97.27,0.12,0.86,1
48.4,50.0,384,72.28,0.111,99.12,0.14,0.0,0
37.9,95.9,1729,60.14,0.025,96.67,0.07,2.62,1
59.2,62.4,0,73.67,0.001,100.0,0.01,0.18,0
24.1,50.0,670,13.06,0.063,98.68,0.05,0.55,0
12.6,68.5,1270,16.97,0.112,97.96,0.05,1.01,1
36.9,63.9,686,56.55,0.099,98.03,0.12,1.15,0
71.0,50.0,0,64.21,0.063,98.86,0.05,0.0,0
22.1,76.0,1406,62.61,0.069,97.17,0.1,0.94,0
39.1,50.0,653,37.73,0.008,99.65,0.06,1.35,0
63.7,53.4,1437,27.99,0.0,98.9,0.07,1.62,0
35.7,86.9,1203,13.11,0.063,98.38,0.19,1.33,1
17.0,50.0,1413,75.88,0.064,99.75,0.11,1.74,1
96.9,50.0,848,21.92,0.0,98.97,0.0,0.92,0
38.8,81.4,678,62.02,0.033,97.6,0.0,0.24,0
74.9,82.8,530,30.09,0.126,98.18,0.14,1.0,1
23.5,94.2,1219,89.73,0.081,97.1,0.18,1.44,1
95.0,62.5,1754,84.57,0.185,95.79,0.13,1.4,1
85.7,99.2,820,49.89,0.074,95.69,0.16,0.53,0
70.5,75.3,2308,68.37,0.009,97.72,0.24,2.32,1
29.8,63.7,788,31.47,0.061,98.21,0.11,0.72,0
16.4,69.7,2603,17.69,0.121,97.86,0.09,2.96,1
21.8,50.0,143,60.05,0.01,97.3,0.04,0.0,0
22.5,70.0,1221,46.56,0.023,98.32,0.01,0.92,1
25.6,82.9,2229,86.45,0.024,97.1,0.13,2.2,1
38.0,86.2,1659,50.04,0.0,97.8,0.1,2.08,1
95.6,75.4,1468,71.29,0.0,99.35,0.09,2.08,0
57.1,55.9,752,57.06,0.077,96.65,0.1,1.08,1
92.6,50.0,0,18.14,0.0,100.0,0.0,0.0,0
21.0,76.4,0,27.26,0.041,97.11,0.11,0.35,0
39.1,50.0,996,54.3,0.032,97.53,0.1,1.14,0
27.5,75.8,1732,14.01,0.052,97.91,0.19,1.95,1
31.0,50.0,1878,53.98,0.0,97.18,0.13,1.55,1
76.2,50.0,628,25.69,0.0,99.31,0.0,0.91,0
85.3,67.1,1170,39.31,0.018,98.01,0.2,0.47,1
78.9,89.4,1775,11.55,0.057,96.69,0.13,1.52,1
94.2,50.0,661,10.78,0.0,98.64,0.0,1.39,0
93.3,57.3,432,42.06,0.02,99.54,0.11,0.21,0
92.8,85.2,2045,84.27,0.077,96.91,0.16,1.81,1
86.7,105.2,1719,36.03,0.058,96.97,0.18,2.26,1
79.5,95.0,831,67.16,0.143,97.66,0.09,0.95,1
67.4,94.8,2465,37.64,0.058,98.02,0.16,2.4,1
84.5,105.2,1242,54.48,0.1,97.06,0.18,0.61,1
15.3,69.5,1493,26.72,0.012,99.02,0.14,1.36,0
59.2,72.6,1344,73.64,0.074,99.15,0.04,1.88,0
56.2,58.7,1023,42.97,0.104,99.13,0.04,2.09,1
73.5,81.2,674,15.71,0.106,97.13,0.06,1.13,0
97.6,90.2,2216,74.14,0.167,98.47,0.21,2.7,1
79.4,93.6,893,76.5,0.022,99.46,0.08,0.71,1
16.0,50.0,1634,20.28,0.067,99.22,0.2,1.79,1
51.3,81.3,1879,52.92,0.06,99.01,0.04,1.91,0
93.1,50.0,795,31.25,0.052,98.77,0.14,0.68,0
27.8,73.2,1121,31.4,0.027,99.25,0.05,1.72,0
81.6,71.9,416,50.41,0.0,98.09,0.05,0.54,0
89.9,68.8,0,34.59,0.041,99.7,0.0,0.44,0
36.7,87.2,1563,30.29,0.011,96.98,0.18,1.9,1
93.7,102.3,390,45.72,0.17,97.74,0.03,0.0,0
73.3,50.0,401,48.08,0.043,100.0,0.0,1.22,0
92.0,68.2,718,39.63,0.009,100.0,0.0,0.77,0
54.9,100.0,383,71.35,0.014,99.19,0.12,0.14,0
41.4,50.0,0,53.83,0.037,98.98,0.0,0.44,0
42.6,72.7,2334,39.32,0.13,97.77,0.08,2.07,1
72.4,77.2,1098,67.27,0.083,99.19,0.04,1.67,1
79.9,62.7,1645,17.6,0.091,96.51,0.08,1.2,1
20.2,98.6,2448,74.25,0.132,97.87,0.23,1.8,1
44.9,95.2,1303,72.42,0.033,98.18,0.1,1.09,1
45.7,90.1,814,27.29,0.083,97.45,0.05,1.68,0
42.6,112.7,1659,31.56,0.083,99.09,0.18,2.16,1
16.9,100.5,2650,35.81,0.015,97.85,0.21,2.79,1
93.5,69.0,1619,45.93,0.078,98.56,0.14,1.92,1
18.4,56.7,1634,67.17,0.0,99.15,0.07,2.01,0
87.5,78.0,1360,89.11,0.093,97.46,0.08,2.56,1
98.3,86.0,733,40.19,0.0,98.13,0.15,0.72,1
97.8,50.0,1909,87.89,0.028,99.24,0.11,1.52,1
13.8,66.8,909,73.78,0.0,97.78,0.02,0.64,0
12.6,84.6,1262,13.47,0.061,99.37,0.17,1.1,1
55.2,50.0,139,82.76,0.028,99.44,0.0,0.39,0
99.1,50.0,1191,80.94,0.018,98.24,0.16,0.94,1
66.9,71.4,1852,70.24,0.079,100.0,0.1,1.89,1
60.4,78.1,1722,14.17,0.161,97.79,0.19,2.2,1
80.9,78.7,2353,34.03,0.068,96.85,0.19,2.24,1
13.6,50.0,643,83.31,0.036,98.68,0.1,1.25,0
92.2,66.5,0,10.98,0.0,98.6,0.04,0.0,0
18.3,95.3,1606,34.49,0.077,98.41,0.14,2.54,1
48.4,85.7,940,41.72,0.0,97.58,0.0,0.96,0
52.3,82.8,1836,48.6,0.079,97.86,0.12,1.57,1
93.2,80.5,1564,56.95,0.003,99.16,0.04,1.74,0
54.2,50.0,88,37.52,0.024,98.21,0.02,0.59,0
93.3,50.0,1000,40.94,0.085,98.01,0.19,0.51,1
69.1,52.1,1204,68.66,0.085,96.14,0.06,0.87,1
72.3,58.3,0,85.77,0.005,98.9,0.04,0.72,0
33.2,57.6,1004,15.57,0.014,100.0,0.0,0.06,0
65.5,65.4,88,87.67,0.0,97.85,0.13,0.0,0
56.6,97.5,977,69.39,0.075,99.26,0.06,1.06,1
16.7,50.0,881,70.44,0.118,97.52,0.15,0.07,1
10.8,76.8,1918,33.7,0.0,97.66,0.15,2.54,1
17.6,92.1,1475,22.22,0.041,98.71,0.06,0.99,0
14.7,81.4,2322,79.46,0.056,98.31,0.06,2.61,1
94.6,76.5,0,27.36,0.0,98.92,0.0,0.0,0
52.5,59.9,723,85.01,0.069,97.67,0.01,0.13,0
36.1,57.3,0,84.98,0.182,98.6,0.04,0.0,0
95.1,79.6,1052,85.56,0.125,98.62,0.22,0.75,1
12.1,65.0,1613,13.4,0.08,98.52,0.21,2.02,1
21.9,79.4,1180,84.06,0.02,99.0,0.07,1.0,1
49.0,78.2,2228,46.53,0.039,96.93,0.17,1.61,1
84.5,55.0,179,44.91,0.032,99.1,0.05,0.26,0
24.9,93.7,949,83.24,0.06,96.24,0.17,0.72,0
98.1,77.9,1938,44.23,0.101,95.08,0.16,1.1,1
60.8,66.9,181,46.63,0.036,100.0,0.0,0.07,0
52.8,104.8,1946,88.34,0.074,98.53,0.14,2.69,1
28.8,83.5,1026,46.83,0.092,98.84,0.03,0.65,1
88.2,50.8,2005,21.67,0.0,97.8,0.18,2.82,1
43.7,76.3,823,79.26,0.062,98.94,0.0,2.13,0
27.9,82.0,546,83.03,0.055,98.53,0.06,0.47,0
51.8,96.5,310,27.98,0.0,99.65,0.06,0.0,0
38.1,83.0,2384,21.38,0.15,97.46,0.14,2.2,1
70.4,104.5,2088,15.36,0.0,97.47,0.11,2.11,1
21.3,71.0,384,29.88,0.066,97.43,0.09,0.53,0
55.1,83.3,1318,53.13,0.026,97.73,0.1,1.65,0
73.2,92.3,1990,25.23,0.069,98.99,0.16,1.48,0
76.9,68.0,1165,38.51,0.0,99.41,0.07,1.09,1
74.3,57.1,1258,41.27,0.06,98.98,0.05,0.97,0
19.1,83.6,2296,20.68,0.06,97.73,0.22,2.06,1
95.8,88.2,0,75.83,0.0,99.39,0.09,0.0,0
47.4,50.0,207,66.66,0.03,100.0,0.0,0.24,0
86.1,50.0,379,76.24,0.0,99.07,0.01,0.0,0
62.3,93.0,2039,11.45,0.105,96.37,0.14,1.36,1
62.7,66.9,1471,75.08,0.033,98.56,0.14,1.79,1
82.8,67.7,1033,71.22,0.079,98.1,0.15,0.68,1
22.1,111.5,2828,39.27,0.008,98.36,0.19,2.09,1
77.5,110.7,1905,60.58,0.075,98.15,0.15,2.01,1
47.6,50.0,2050,12.92,0.0,97.75,0.18,2.59,0
36.4,109.2,1825,78.77,0.11,96.97,0.27,1.46,1
98.6,50.0,960,34.21,0.003,98.25,0.06,1.4,1
93.9,104.7,1781,87.06,0.035,97.29,0.09,1.17,1
36.0,67.6,1104,23.85,0.0,99.48,0.08,0.51,1
18.4,50.0,1447,50.89,0.148,98.08,0.19,0.97,1
86.3,94.5,463,34.29,0.032,97.94,0.07,0.86,0
28.2,56.2,719,28.78,0.117,97.03,0.09,0.94,1
77.0,94.2,2239,13.11,0.12,98.94,0.24,2.02,1
18.6,87.3,1982,51.91,0.054,98.41,0.21,1.41,1
67.7,101.3,2069,62.73,0.125,97.9,0.16,2.52,1
35.3,61.2,1107,89.76,0.0,99.11,0.11,1.58,0
95.3,62.6,0,50.91,0.042,98.57,0.02,0.47,0
32.8,50.0,304,41.01,0.013,99.25,0.01,0.9,0
54.6,73.8,361,15.94,0.016,98.96,0.1,0.25,0
62.4,50.0,0,75.51,0.0,97.74,0.08,0.24,0
27.4,88.6,1012,40.21,0.14,97.67,0.15,1.72,1
83.3,82.4,1856,54.74,0.015,96.72,0.15,1.92,1
51.1,83.9,1874,71.47,0.096,99.61,0.17,1.91,1
52.3,65.2,841,58.14,0.02,96.2,0.07,1.12,0
24.3,83.3,308,11.51,0.0,97.79,0.07,0.18,1
54.5,68.4,2199,19.31,0.138,96.38,0.21,2.4,1
62.8,74.4,1774,71.95,0.018,97.25,0.15,1.87,1
24.4,86.8,2308,84.89,0.044,99.16,0.14,2.39,1
39.7,97.0,392,57.33,0.067,98.37,0.16,0.42,1
37.4,50.0,868,88.86,0.0,99.21,0.05,1.27,0
65.5,81.8,2206,73.26,0.133,98.24,0.12,2.2,1
96.4,61.9,205,52.91,0.021,98.83,0.04,0.4,1
20.4,51.8,646,67.61,0.029,97.26,0.02,0.87,0
21.3,85.6,2151,60.75,0.111,97.29,0.27,2.47,1
15.4,77.0,203,77.25,0.002,99.54,0.11,0.25,0
68.6,85.3,1853,74.75,0.167,98.53,0.15,1.68,1
13.4,103.7,1051,82.88,0.0,99.78,0.06,0.58,0
10.4,50.0,321,31.54,0.075,99.47,0.04,0.0,1
21.6,89.0,2810,47.71,0.114,96.49,0.17,2.81,1
92.6,104.0,2135,68.06,0.0,98.33,0.08,1.87,1
38.7,92.4,2481,36.63,0.0,97.63,0.11,1.76,1
45.5,115.0,2465,24.28,0.0,96.2,0.0,2.55,1
35.3,85.2,658,87.79,0.131,99.07,0.15,0.52,0
33.2,50.0,1808,81.42,0.066,98.4,0.04,2.28,1
22.1,63.0,1113,76.91,0.0,99.33,0.01,0.89,0
21.6,50.0,0,43.09,0.071,98.73,0.09,0.0,0
49.3,50.5,372,21.89,0.012,99.45,0.08,0.0,0
36.6,64.1,1179,24.29,0.0,100.0,0.03,0.36,0
80.6,50.0,1505,67.82,0.0,98.51,0.09,1.04,0
87.1,60.3,406,45.35,0.0,98.99,0.07,0.0,0
21.8,101.7,1100,19.05,0.175,97.6,0.17,2.04,1
98.7,74.3,0,52.7,0.0,96.33,0.01,0.0,0
53.2,58.4,0,23.17,0.056,96.8,0.0,0.0,0
41.2,87.0,1093,25.65,0.06,96.86,0.11,0.63,1
35.1,98.8,1504,79.46,0.009,97.07,0.09,1.74,1
93.4,50.0,922,84.23,0.048,97.67,0.11,1.12,0
99.0,104.7,678,56.68,0.0,96.75,0.04,0.47,1
83.4,65.4,932,22.45,0.085,97.34,0.17,1.03,1
46.8,58.9,1608,66.34,0.025,97.66,0.14,1.4,1
59.2,80.3,2257,53.4,0.02,96.31,0.27,2.48,1
37.5,50.0,1377,86.31,0.0,96.54,0.15,0.45,1
96.5,50.0,299,42.62,0.0,98.38,0.0,0.62,0
81.7,111.9,1223,82.0,0.008,98.86,0.15,2.51,1
26.3,50.0,1605,35.99,0.168,97.01,0.12,2.5,1
88.2,113.4,620,41.92,0.185,98.7,0.01,0.24,1
36.4,62.1,1701,88.07,0.098,97.85,0.21,1.56,1
17.0,108.0,2100,18.12,0.111,99.27,0.19,2.33,1
35.4,88.2,1347,28.78,0.085,99.72,0.09,1.47,1
61.7,67.2,497,28.73,0.033,97.22,0.14,1.29,0
58.6,74.3,0,40.31,0.0,99.22,0.09,0.47,0
60.9,50.0,0,74.22,0.0,98.24,0.06,0.0,0
46.5,92.3,0,82.32,0.042,100.0,0.05,0.0,0
90.9,100.6,1351,89.6,0.195,98.42,0.22,2.01,1
25.5,64.5,0,75.37,0.0,99.91,0.1,0.18,0
19.6,66.1,133,81.47,0.0,99.41,0.0,0.0,0
28.8,57.4,1433,76.55,0.065,99.71,0.21,2.2,1
80.8,50.0,964,29.24,0.018,97.89,0.01,0.65,0
44.0,57.1,534,34.78,0.0,98.63,0.1,0.01,0
23.2,68.3,542,67.23,0.022,98.18,0.22,0.0,1
10.8,74.6,0,47.7,0.005,99.17,0.0,0.44,0
37.6,63.0,679,58.6,0.128,98.6,0.06,0.0,0
99.6,90.1,1972,19.6,0.067,97.42,0.19,1.76,1
40.8,59.1,2665,73.72,0.009,97.88,0.1,3.81,1
58.3,50.0,1020,84.5,0.002,98.16,0.08,0.81,0
53.4,83.7,622,40.7,0.062,98.32,0.06,0.33,1
27.8,109.8,1949,76.26,0.031,97.17,0.13,2.19,1
64.6,61.9,192,30.2,0.0,98.08,0.06,0.19,0
36.0,115.5,1024,70.34,0.082,97.47,0.21,1.57,1
52.2,63.9,1099,31.26,0.021,99.12,0.05,0.01,0
18.5,50.0,1038,56.56,0.0,100.0,0.03,0.56,0
22.5,59.5,349,67.34,0.024,97.8,0.03,0.0,0
28.5,61.1,1612,66.04,0.0,99.11,0.06,1.37,0
41.2,65.1,927,86.5,0.074,97.21,0.12,0.66,0
81.5,65.4,1492,84.39,0.011,98.08,0.11,1.73,1
79.7,64.9,210,25.8,0.038,97.14,0.08,0.0,0
37.3,50.0,1343,44.05,0.039,97.14,0.05,1.63,0
98.4,66.9,1727,21.84,0.0,95.43,0.15,1.53,1
54.2,50.3,532,62.66,0.063,96.75,0.02,0.91,0
93.5,76.0,2100,37.52,0.118,97.81,0.18,1.02,1
53.0,50.0,983,42.73,0.112,97.99,0.07,1.06,0
64.8,58.2,0,83.96,0.0,97.39,0.06,0.0,0
85.7,84.5,425,81.92,0.006,97.85,0.13,1.16,0
38.3,75.3,1668,22.93,0.123,98.13,0.05,0.88,1
46.8,50.0,664,60.24,0.0,96.6,0.0,0.43,0
77.5,54.5,850,30.76,0.0,100.0,0.0,1.03,1
31.9,69.8,1420,89.75,0.142,96.84,0.17,0.96,1
31.5,78.8,293,80.54,0.125,100.0,0.1,0.22,0
20.6,90.6,0,80.58,0.005,99.89,0.06,0.19,0
33.9,50.0,0,48.09,0.011,99.31,0.06,0.0,0
51.1,138.5,1273,57.68,0.071,96.83,0.23,1.08,1
88.2,69.1,899,11.81,0.087,97.99,0.14,1.34,0
62.0,56.7,2477,32.25,0.011,98.95,0.21,2.76,1
73.8,51.7,517,63.25,0.091,99.41,0.06,0.48,1
23.3,96.4,1820,41.81,0.025,97.09,0.19,2.24,1
56.3,50.0,1153,47.02,0.014,99.3,0.03,0.74,0
96.2,118.3,2779,32.91,0.083,97.82,0.21,2.02,1
19.6,50.0,892,62.77,0.074,98.28,0.12,0.25,1
59.9,75.4,1211,65.13,0.1,97.41,0.1,0.92,1
90.7,50.0,966,23.29,0.0,99.09,0.0,0.73,0
63.7,68.5,0,44.05,0.104,98.26,0.03,0.0,0
99.0,65.3,331,89.31,0.079,97.99,0.15,0.0,0
92.8,61.4,902,67.78,0.018,97.78,0.07,1.13,0
74.5,57.0,0,79.42,0.002,99.73,0.04,0.0,0
83.1,64.7,2028,59.31,0.062,97.52,0.16,1.64,1
38.9,50.0,291,76.58,0.05,99.1,0.11,0.12,0
11.7,52.6,1286,48.23,0.0,98.94,0.23,1.45,1
56.9,105.0,1550,78.08,0.089,99.29,0.26,1.73,1
49.9,132.8,1211,48.66,0.143,96.91,0.14,1.17,1
78.1,77.8,2594,20.4,0.04,97.3,0.18,1.45,1
54.0,50.0,360,51.99,0.031,99.36,0.0,0.16,0
77.5,50.0,253,55.39,0.014,97.08,0.02,0.67,0
99.0,53.7,759,37.22,0.134,98.59,0.15,1.24,1
69.1,104.6,1754,45.05,0.052,98.91,0.2,1.99,1
66.9,63.5,1152,78.33,0.063,94.74,0.2,2.27,1
63.4,76.1,684,84.81,0.0,98.14,0.12,2.19,1
64.4,94.6,1238,15.94,0.121,95.87,0.11,1.0,1
70.4,77.0,254,53.74,0.067,97.81,0.1,0.72,0
56.4,58.0,354,80.77,0.0,99.98,0.04,1.15,0
72.8,66.8,1618,81.46,0.002,98.14,0.23,1.63,1
41.8,50.0,0,29.41,0.0,99.83,0.0,0.0,0
22.1,59.1,346,59.87,0.014,100.0,0.03,0.69,0
70.3,53.5,1581,87.41,0.0,99.44,0.02,1.78,0
58.3,60.2,1519,61.03,0.101,97.71,0.26,2.18,1
85.6,63.9,549,27.27,0.0,98.58,0.13,0.43,0
93.6,50.0,91,47.28,0.012,96.29,0.11,0.0,0
88.8,50.0,1952,53.05,0.188,96.32,0.25,2.37,1
42.3,63.6,1665,89.41,0.099,96.99,0.06,1.87,0
16.6,73.8,1315,45.34,0.053,96.8,0.25,1.02,1
84.9,104.5,2025,85.78,0.094,97.3,0.11,1.59,1
90.4,75.8,1745,33.12,0.02,97.55,0.09,1.74,1
63.5,90.7,794,56.44,0.0,97.7,0.04,1.02,0
77.2,53.8,668,78.08,0.0,97.22,0.09,1.42,0
42.9,87.7,2161,86.8,0.037,97.77,0.16,3.11,1
23.9,86.4,1465,66.42,0.049,98.13,0.15,1.71,1
24.3,85.9,2377,70.83,0.048,97.66,0.12,2.21,1
94.8,85.3,1398,56.95,0.141,96.96,0.16,1.09,1
23.9,82.5,1821,81.82,0.0,96.99,0.13,1.5,1
53.7,50.0,1314,62.46,0.08,96.71,0.04,0.28,1
45.1,71.2,2827,52.65,0.113,97.56,0.23,2.93,1
19.2,109.8,1505,65.53,0.089,96.49,0.2,1.25,1
34.3,69.2,941,41.68,0.062,96.97,0.22,1.05,1
20.2,93.6,1256,41.45,0.139,96.48,0.15,1.22,1
54.9,84.5,111,77.48,0.0,98.36,0.14,0.0,1
92.8,64.5,953,52.93,0.012,98.02,0.09,0.47,1
17.1,88.4,1555,59.11,0.084,97.43,0.18,1.65,1
13.4,105.9,0,62.15,0.074,96.41,0.14,0.0,1
15.2,66.6,1041,27.29,0.095,99.85,0.08,2.18,0
97.7,50.0,385,60.75,0.065,97.85,0.0,0.0,0
87.5,94.4,1874,38.7,0.076,97.04,0.17,2.42,1
38.1,109.4,2765,52.2,0.131,98.41,0.22,3.17,1
61.6,63.9,801,25.12,0.026,98.07,0.05,0.74,0
48.9,50.0,628,75.56,0.033,98.73,0.0,0.89,0
19.5,53.5,564,47.58,0.056,97.53,0.09,0.96,0
44.6,102.6,1239,24.34,0.037,99.44,0.07,1.56,1
49.7,50.0,20,13.55,0.017,97.33,0.01,0.28,0
14.4,50.0,1379,18.59,0.063,100.0,0.13,0.58,1
58.1,50.0,315,82.95,0.081,97.87,0.0,0.9,0
73.3,87.7,1555,43.04,0.046,98.5,0.14,1.33,1
66.8,120.7,1802,41.02,0.058,98.31,0.2,1.62,1
99.5,53.6,1319,56.42,0.119,98.55,0.15,1.49,1
66.7,72.4,0,53.45,0.039,98.45,0.0,0.0,0
92.4,105.6,1585,41.56,0.0,96.31,0.13,0.93,0
26.3,87.9,1107,13.9,0.092,96.84,0.22,1.11,1
63.1,85.3,2953,25.09,0.122,97.9,0.2,2.67,1
49.4,61.1,722,19.2,0.0,97.55,0.12,0.26,0
64.8,76.0,1456,77.51,0.11,99.59,0.08,1.28,1
80.1,81.8,1179,63.47,0.066,96.43,0.07,2.14,0
72.9,75.2,897,67.42,0.124,96.4,0.2,1.44,1
93.9,86.4,3116,38.51,0.091,97.92,0.22,3.16,1
15.1,50.0,82,47.96,0.058,98.58,0.09,0.86,0
63.0,61.5,550,41.79,0.013,97.77,0.02,1.34,0
57.8,58.6,1982,23.83,0.073,97.17,0.23,1.29,1
14.2,65.5,2037,58.16,0.007,97.15,0.22,2.32,1
70.7,50.0,557,32.79,0.011,98.83,0.05,1.28,0
38.6,70.5,108,73.57,0.0,100.0,0.11,0.0,0
22.8,72.0,726,70.67,0.087,97.62,0.13,0.51,1
87.6,53.8,418,43.04,0.0,98.28,0.06,1.03,0
12.1,76.5,2497,31.04,0.156,97.94,0.04,2.53,1
38.5,105.2,2358,71.86,0.092,96.81,0.1,1.49,1
44.4,78.3,854,72.83,0.0,98.99,0.15,1.35,0
12.9,62.4,1291,68.51,0.063,98.9,0.21,1.71,1
22.2,80.4,1806,77.6,0.082,97.17,0.16,1.62,1
17.0,106.3,991,43.12,0.098,98.4,0.14,0.99,1
63.8,93.9,791,83.84,0.08,96.43,0.14,0.71,1
99.0,59.9,1046,19.28,0.014,96.24,0.07,0.21,1
92.6,50.0,136,41.22,0.0,97.47,0.0,0.38,0
37.1,77.1,551,23.65,0.002,99.09,0.15,0.31,0
66.4,50.0,0,44.5,0.0,100.0,0.02,0.0,0
88.1,74.4,865,71.71,0.125,97.65,0.28,0.93,1
91.7,87.1,1580,61.87,0.0,97.72,0.02,1.9,0
37.3,82.8,931,35.86,0.054,97.73,0.09,0.76,0
18.9,68.8,1110,70.34,0.067,98.92,0.04,1.26,0
47.7,67.8,1959,30.36,0.154,97.8,0.19,2.07,1
15.1,63.4,0,55.63,0.005,99.38,0.06,0.79,0
10.1,67.5,269,56.29,0.012,100.0,0.0,0.19,0
47.2,60.8,1159,25.0,0.0,98.44,0.13,1.55,0
16.5,75.5,831,34.26,0.114,98.35,0.14,1.28,1
35.8,50.0,1386,37.74,0.085,99.19,0.1,0.51,1
94.4,53.5,349,66.76,0.099,99.13,0.01,0.39,0
44.9,95.6,1076,52.71,0.02,97.09,0.13,0.15,1
63.2,82.8,1624,44.95,0.091,97.0,0.25,1.23,1
90.4,82.2,1074,73.02,0.044,98.04,0.23,1.01,1
